customer_id,total_invoice,total_quantity,cant_products,freq_purchase,cant_transactions,cant_categories,cant_coupons,cant_coupons_used
17223,8869.87976,905,32,2,27,8,7,12
17226,2551.31794,175,17,1,13,6,6,6
17227,323.8515,13,9,1,3,5,5,0
17228,4397.2253200000005,68,27,5,25,5,7,15
17230,6452.32806,101,39,4,39,6,9,30
17231,7508.1908,461,66,4,36,10,13,27
17235,2046.6148,14,4,1,7,1,1,2
17236,2760.96904,254,26,2,15,7,9,12
17238,10946.228710000001,280,51,3,51,9,14,23
17239,2739.0137600000003,26,12,2,14,5,5,5
17243,6510.934480000001,107,47,5,36,9,13,21
17251,2245.59252,277,29,1,22,7,6,11
17256,1042.2765,20,10,1,7,3,3,3
17259,6527.99624,150,55,2,32,8,7,18
17262,23.3521,3,2,1,1,1,1,1
17277,4786.68806,231,36,1,29,9,8,15
17284,7268.02936,317,90,2,49,9,8,43
17287,2288.4392,126,19,2,9,7,8,5
17288,1327.4808,51,10,2,5,4,4,2
17291,139.93,1,1,1,1,1,1,0
17293,2433.57749,50,20,2,15,6,8,9
17303,3132.54116,86,40,1,21,6,5,15
17306,210.03470000000002,9,9,3,5,5,5,4
17307,28.6442,1,1,1,1,1,1,0
17311,4064.3382,31,12,1,19,4,4,8
17314,3753.8130800000004,71,18,2,15,5,8,10
17315,9168.19551,358,53,8,51,11,12,32
17320,1994.79832,116,20,1,11,5,5,5
17324,1642.00884,632,17,2,7,7,9,10
17329,2876.261,31,13,1,9,3,3,4
17334,1584.45262,15,7,1,7,4,4,4
17337,37935.25831,1448,69,2,139,10,9,81
17338,7911.04514,422,79,3,56,10,9,34
17339,50.432,8,4,1,1,1,1,0
17340,11903.439470000001,492,90,4,61,9,8,51
17341,13387.328790000001,766,102,2,64,11,10,59
17343,1294.1808800000001,117,16,1,8,7,6,4
17346,3651.90216,183,36,3,21,6,8,12
17356,2077.0063,21,14,1,14,5,5,6
17358,5312.585400000001,59,25,2,26,9,8,17
17362,910.77752,14,11,1,6,6,6,4
17364,2368.54628,68,50,2,16,9,10,19
17365,5001.4444,770,62,1,29,10,9,29
17368,3137.74858,73,34,3,22,9,12,17
17371,1313.5808000000002,15,8,1,4,2,2,2
17372,9283.64378,256,68,4,38,11,10,29
17373,2136.84596,46,14,1,9,6,6,5
17375,4261.3712,109,30,2,25,8,10,17
17376,675.45094,18,11,1,5,5,5,3
17377,4549.98124,133,35,5,28,7,10,19
17381,2925.9791800000003,28,13,4,14,3,5,3
17389,2849.4204400000003,128,14,6,13,5,7,2
17392,7820.6840600000005,98,41,2,34,7,7,22
17396,46.0146,3,3,1,2,2,2,0
17400,7650.397369999999,305,34,1,17,6,5,18
17402,2451.20966,214,23,3,13,8,8,6
17404,4936.77526,101,32,5,33,8,11,14
17406,8237.85484,573,86,4,47,12,15,54
17411,183.16970000000003,16,2,1,2,2,2,1
17412,2211.68086,79,17,2,14,7,10,10
17418,1176.2717,45,11,1,7,6,6,5
17419,2338.35118,54,32,2,18,7,6,13
17420,650.5532000000001,8,6,1,5,3,3,0
17428,2647.76988,89,45,5,20,9,10,16
17430,1382.45,10,4,1,3,1,1,2
17431,7123.26896,164,22,1,26,6,6,14
17442,249.5259,7,1,1,1,1,1,1
17446,928.7266500000001,9,4,1,3,2,2,1
17449,7382.272910000001,886,47,2,38,8,7,23
17450,3364.4397,267,64,3,23,9,10,35
17454,1122.83025,13,7,1,7,3,3,3
17456,1064.7045500000002,71,17,1,7,7,6,3
17457,823.9662000000001,10,7,2,5,2,4,3
17460,585.6802,12,8,3,6,4,4,3
17463,11252.83782,186,40,1,57,8,7,30
17470,1372.5018,14,8,1,6,4,3,3
17491,365.01508,21,12,2,7,5,4,4
17496,331.23118,11,10,1,4,5,5,2
17504,2458.8977200000004,42,24,1,14,7,7,12
17507,6018.5599,57,25,2,33,7,7,16
17511,19989.91866,847,120,11,106,12,19,78
17515,3063.1984,106,27,1,14,7,6,7
17517,980.04604,12,10,2,8,4,4,5
17519,2007.58174,106,19,2,9,5,5,4
17524,281.5288,97,6,1,1,4,3,3
17525,463.71328000000005,14,9,1,4,7,7,3
17526,633.98745,19,7,2,6,6,6,1
17530,6092.59951,248,53,2,29,8,7,19
17540,406.24,39,8,1,2,4,3,2
17547,173.92849999999999,2,2,1,2,2,2,1
17548,632.2849,10,7,1,4,3,3,2
17551,3091.37282,457,39,1,17,11,10,11
17552,1342.23242,162,12,1,2,5,4,4
17555,4172.8762400000005,186,42,1,23,6,6,22
17560,182.02840999999998,4,4,1,2,4,4,4
17567,2742.65085,105,26,1,6,7,6,11
17569,2028.11524,40,25,2,14,7,6,4
17572,472.42692,23,4,1,2,3,2,1
17576,7150.439600000001,312,28,5,25,7,12,12
17580,5056.95564,91,27,2,26,7,8,20
17581,5735.57734,105,42,4,39,9,10,25
17585,3589.85342,709,25,1,17,7,7,10
17591,6752.2454800000005,132,71,4,42,9,14,35
17593,995.40424,35,25,1,11,7,6,8
17596,5009.27275,337,44,1,28,8,7,22
17602,12508.808140000001,409,53,1,56,12,11,27
17604,3916.08998,35,17,2,19,4,4,11
17609,7485.74312,442,67,1,33,11,10,46
17611,18701.89332,452,99,4,104,12,22,77
17616,137.4,1,1,1,1,1,1,0
17618,2908.93112,174,46,1,22,8,8,10
17619,6342.57682,285,41,1,46,9,9,36
17621,2603.72492,25,9,2,12,5,6,6
17629,1311.55112,16,11,2,9,2,3,8
17633,19.20774,1,1,1,1,1,1,1
17634,4816.85195,464,56,1,24,9,8,19
17643,679.1295,9,7,1,4,3,3,3
17644,20.43258,1,1,1,1,1,1,1
17646,1073.6776100000002,91,9,1,5,6,6,3
17655,329.8168,16,11,2,5,1,2,6
17659,1816.3779399999999,239,17,2,6,5,6,4
17671,449.3819,36,17,1,1,5,5,7
17672,5210.92272,55,27,1,19,8,7,14
17673,8306.1308,71,18,2,38,7,7,17
17674,488.78754000000004,14,11,1,5,5,4,5
17675,5289.19786,266,48,5,26,8,11,25
17676,1458.55512,52,15,1,3,2,2,8
17677,3668.28578,132,40,5,28,7,10,15
17682,1398.06924,180,14,1,6,5,5,5
17685,3600.0950000000003,143,35,4,22,10,14,18
17690,7663.78006,563,50,4,38,7,11,32
17691,647.98448,40,19,2,6,6,6,6
17692,3006.16589,44,16,1,15,6,6,8
17696,1195.36696,8,7,2,4,5,6,4
17700,59.380579999999995,3,3,1,2,3,3,1
17702,648.787,57,4,1,3,4,3,1
17706,2593.6129,165,24,1,18,7,6,11
17707,43.398720000000004,3,3,1,1,3,3,1
17708,3104.60002,492,24,1,16,8,7,14
17714,583.31998,12,10,1,6,5,5,6
17720,64.3082,1,1,1,1,1,1,0
17722,6663.97045,146,57,6,49,10,17,34
17730,1315.0119,286,18,2,6,7,7,5
17732,2161.41538,127,13,1,11,4,4,9
17735,7643.145700000001,163,39,2,28,9,13,17
17739,769.2334000000001,177,12,2,2,3,3,5
17742,1331.9384400000001,108,12,1,8,6,6,5
17744,2818.8535,93,45,5,17,8,8,17
17752,179.8,2,1,1,1,1,1,0
17757,9844.45334,522,81,7,56,9,18,37
17760,997.5545,14,7,1,7,3,3,2
17769,4535.09298,269,25,1,23,8,7,13
17771,2026.74524,29,20,1,9,7,6,10
17786,2403.1875600000003,180,24,1,10,7,6,7
17787,7803.88338,113,56,3,41,9,12,19
17790,2131.99109,45,18,3,15,7,11,8
17796,10536.61732,108,45,4,46,7,7,28
17799,10368.13006,448,71,4,60,7,11,36
17800,698.30342,76,12,1,7,5,5,4
17802,966.92304,39,12,1,5,6,5,2
17809,934.83628,178,15,2,3,6,6,4
17811,14705.97589,428,69,5,76,11,20,36
17812,1883.78122,40,30,2,10,7,6,14
17816,2118.36186,96,10,1,2,4,4,4
17819,1505.6634,16,14,2,4,2,2,4
17820,387.92313999999993,61,3,1,1,2,2,2
17827,8552.05804,399,78,4,50,11,10,32
17838,4963.32674,91,35,3,16,5,5,15
17841,55308.01662,2620,264,20,261,14,30,207
17848,292.1853,31,12,3,5,4,6,3
17849,1453.7827200000002,24,8,1,2,3,3,5
17850,40342.12404,1125,115,10,176,12,11,90
17855,1719.4436,45,13,1,9,5,5,2
17857,544.11688,7,5,2,4,3,4,3
17858,4936.44212,893,23,4,28,6,11,13
17860,3702.10867,108,44,1,30,9,8,23
17861,972.8764000000001,10,6,1,6,3,2,1
17862,1023.26844,13,8,1,8,3,3,7
17863,4284.91956,52,36,2,23,8,11,16
17865,5541.0913,213,31,2,23,6,9,11
17869,832.88139,17,16,1,6,4,4,7
17870,53.5882,1,1,1,1,1,1,0
17873,1183.90266,33,7,1,4,3,3,4
17880,2099.63655,46,23,1,10,8,7,9
17884,9729.02968,241,59,4,54,11,14,29
17888,1078.40648,67,18,2,7,7,7,8
17889,1167.50736,15,12,1,9,7,7,5
17890,7893.057540000001,405,64,3,40,9,13,37
17894,11250.15594,284,78,6,56,11,18,33
17897,6813.47976,206,46,3,33,7,10,23
17905,1983.93812,42,26,2,10,6,5,11
17908,6284.697520000001,186,37,1,32,7,6,16
17912,1950.3926000000001,141,32,6,19,8,12,11
17913,1227.89511,60,31,1,12,6,6,13
17917,3069.3194000000003,47,19,2,17,6,5,10
17920,12793.14452,938,55,4,64,11,15,38
17924,313.4839,5,5,3,4,4,4,0
17925,29.6162,1,1,1,1,1,1,0
17929,263.37760000000003,2,2,1,2,1,1,1
17937,1110.20336,24,14,3,11,3,3,5
17949,79.79296000000001,3,2,2,2,1,2,1
17950,7515.98221,208,34,1,19,8,8,16
17951,983.5497,60,8,3,8,5,4,3
17954,7268.1170600000005,175,57,3,39,11,14,32
17961,10399.12571,346,71,7,29,8,10,31
17964,5004.85386,85,17,1,23,5,5,13
17965,5361.67663,217,70,4,45,10,18,28
17967,5282.52264,327,28,1,26,8,7,17
17968,9641.41005,1201,61,1,31,9,8,33
17969,157.37572,8,7,1,3,5,4,3
17975,13270.9262,1295,72,4,35,12,21,31
17976,6117.99492,157,40,1,32,8,7,19
17978,671.38808,20,12,1,4,4,4,2
17980,728.45392,26,14,1,7,5,4,6
17988,1767.74978,52,10,2,10,5,5,4
17990,1081.72654,35,11,2,8,6,7,8
17999,4544.14485,294,36,1,16,8,8,15
18004,3436.2962,386,31,2,18,5,5,13
18008,546.3616,44,12,1,5,5,5,4
18011,1939.8174000000001,34,21,1,13,5,5,5
18016,3137.8854,105,28,2,21,8,7,14
18017,29.5808,1,1,1,1,1,1,0
18032,66.35816,5,5,1,3,1,1,3
18037,569.1144,43,7,2,7,3,5,2
18041,17350.52444,714,84,6,95,11,15,53
18043,5288.99061,292,48,1,28,10,9,25
18044,940.4764,8,5,1,3,2,2,0
18050,786.99858,105,5,1,5,3,3,2
18055,10344.06271,242,65,5,50,11,14,33
18061,1338.4595800000002,13,9,2,6,3,3,5
18062,131.20346,4,4,1,3,1,1,2
18065,1989.8571200000001,28,16,3,17,5,5,7
18069,5689.710620000001,219,58,1,33,10,9,32
18071,715.12988,73,13,1,4,5,5,6
18074,2039.0309000000002,14,4,1,11,2,2,3
18075,3340.29766,122,27,4,19,7,11,8
18077,5699.99544,541,48,5,32,11,14,30
18085,2482.65808,94,23,2,15,7,8,9
18092,1825.7740000000001,35,17,4,12,5,6,5
18095,1510.5189200000002,93,21,2,12,6,6,8
18097,1683.2369,23,14,2,11,5,5,5
18102,2322.1799400000004,40,12,3,14,5,5,5
18106,3180.54088,160,38,1,19,6,5,18
18109,4036.089,114,59,6,33,9,18,21
18113,139.07459999999998,13,1,1,1,1,1,0
18116,12345.73416,372,109,6,77,13,18,54
18118,23840.25045,1217,134,5,119,13,24,77
18119,1973.3646,151,26,2,12,6,5,7
18125,11322.412680000001,164,44,2,45,10,9,29
18136,1846.55636,31,14,1,10,5,5,6
18141,41.8484,2,1,1,1,1,1,0
18144,674.94872,17,9,3,5,5,5,3
18145,4641.61592,259,30,1,24,8,8,12
18156,3986.3318600000002,151,36,1,34,5,5,18
18161,929.51952,19,14,1,8,4,4,6
18168,4533.38434,123,34,3,29,8,11,13
18171,1424.13824,16,11,1,9,4,4,5
18176,3062.10261,232,31,2,13,7,7,9
18178,3378.69016,43,28,2,15,5,7,12
18179,1912.01126,63,25,2,13,8,11,17
18190,511.11566,15,10,2,6,7,7,3
18193,15.420799999999998,3,1,1,1,1,1,1
18198,2459.59038,54,24,2,15,6,8,11
18202,4763.7456,457,15,1,17,7,7,9
18212,3086.52068,326,32,1,21,7,6,9
18219,1289.41308,97,24,2,12,5,6,9
18223,4586.47868,149,45,5,32,7,11,25
18225,123.51650000000001,38,3,2,2,3,3,3
18226,1295.11776,55,19,2,11,5,6,9
18229,2743.12564,40,10,3,13,3,6,7
18230,143.01774,2,2,2,2,2,2,2
18233,82.615,50,1,1,1,1,1,1
18239,6928.03416,140,38,3,27,10,10,15
18245,8403.68024,85,31,3,30,6,9,15
18250,2520.7548,117,16,1,6,4,4,8
18256,83.3536,4,4,1,2,2,2,0
18259,833.4298,45,6,1,3,3,3,3
18260,2942.95972,128,34,3,19,10,14,16
18269,166.9075,10,8,2,2,2,3,3
18277,333.8,2,1,1,1,1,1,0
18283,7333.85941,151,68,2,53,12,11,38
